address,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,zones
"Rua Abel Araújo, 480 ",6.0,2200000.0,4.0,215.0,São Bento,Belo Horizonte,-19.9586719,-43.9548575,Centro-Sul
"Rua Salinas, 683 ",2.0,1140000.0,5.0,264.0,Floresta,Belo Horizonte,-19.91359,-43.9138661,Leste
"Rua Alumínio, 50 ",3.0,680000.0,3.5,228.5,Serra,Belo Horizonte,-19.9390308,-43.9256143,Centro-Sul
"Rua Cláudio Gomes de Souza, 321 ",2.0,350000.0,3.0,65.0,Palmares,Belo Horizonte,-19.8712648,-43.9389073,Nordeste
Rua Henrique Cabral ,4.0,660000.0,4.0,110.0,São Luíz,Belo Horizonte,-19.8528774,-43.960721,Pampulha
"Avenida Francisco Sales, 1614 ",0.0,1800000.0,5.0,262.0,Santa Efigênia,Belo Horizonte,-19.9221979,-43.927814,Leste
"Rua São Domingos do Prata, 570 ",3.5,680000.0,4.0,143.0,Santo Antônio,Belo Horizonte,-19.9450923,-43.9374086,Centro-Sul
Rua Pastor Achilles Barbosa ,2.0,399000.0,3.0,74.0,Palmares,Belo Horizonte,-19.8719417,-43.9377335,Nordeste
"Rua Rúbia Mara Barbosa, 45 ",1.0,188000.0,2.0,45.0,Diamante,Belo Horizonte,-19.9905509,-44.0224837,Barreiro
Rua Pires da Mota ,1.0,299000.0,3.0,110.0,Madre Gertrudes,Belo Horizonte,-19.9486642,-44.0028674,Oeste
"Avenida Dom Pedro II, 57 ",0.0,990000.0,1.0,700.0,Carlos Prates,Belo Horizonte,-19.9139307,-43.9537918,Noroeste
"Rua Dom Lúcio Antunes, 448 ",2.0,1250000.0,3.0,221.0,Coração Eucarístico,Belo Horizonte,-19.9259176,-43.9912562,Noroeste
"Rua São Domingos do Prata, 570 ",3.5,1731801.0,4.0,158.0,Santo Antônio,Belo Horizonte,-19.9450923,-43.9374086,Centro-Sul
Rua Oligisto ,2.0,470000.0,3.0,75.0,Santa Tereza,Belo Horizonte,-19.9117656,-43.913358,Leste
"Rua José Oscar Barreira, 261 ",2.0,750000.0,3.0,144.0,Itapoã,Belo Horizonte,-19.8384733,-43.9556921,Pampulha
Rua Monte Alverne ,1.0,430000.0,3.0,78.0,Floresta,Belo Horizonte,-19.8489071,-43.9292352,Leste
"Rua Doutor Benedito Xavier, 1221 ",5.0,715000.0,5.0,250.0,Providência,Belo Horizonte,-19.8455372,-43.9183907,Norte
"Rua Major Lopes, 475 ",2.0,1019875.0,2.5,82.5,São Pedro,Belo Horizonte,-19.9475495,-43.9353399,Centro-Sul
"Rua Cláudio Manoel, 622 ",3.0,1969136.0,4.0,159.0,Funcionários,Belo Horizonte,-19.9335821,-43.9329926,Centro-Sul
Rua Bolivar Mineiro ,2.0,797000.0,3.0,150.0,Dona Clara,Belo Horizonte,-19.8597149,-43.9436186,Pampulha
"Avenida Professor Mário Werneck, 1461 ",2.0,490000.0,3.0,75.0,Estoril,Belo Horizonte,-19.9758245,-43.9684461,Oeste
Rua Alessandra Salum Cadar ,2.0,850000.0,3.0,145.0,Buritis,Belo Horizonte,-19.9760471,-43.9703167,Oeste
"Rua Doutor Rubens Guimarães, 93 ",2.0,440000.0,3.0,92.0,Castelo,Belo Horizonte,-19.8880639,-43.9981387,Pampulha
"Rua Congonhas, 132 ",3.5,1926120.0,4.0,152.0,São Pedro,Belo Horizonte,-19.9433887,-43.941144,Centro-Sul
Rua José Silva Passos ,2.0,310000.0,2.0,65.0,Nova Vista,Belo Horizonte,-19.8864022,-43.8921415,Leste
Rua Bonaparte ,2.0,589000.0,3.0,98.0,Padre Eustáquio,Belo Horizonte,-19.9151552,-43.9728782,Noroeste
"Rua das Clarissas, 31 ",1.0,195000.0,2.0,51.0,Planalto,Belo Horizonte,-19.839381,-43.9415232,Norte
"Rua Congonhas, 132 ",3.5,1779000.0,4.0,152.0,São Pedro,Belo Horizonte,-19.9433887,-43.941144,Centro-Sul
"Rua dos Timbiras, 395 ",2.0,1053338.0,2.0,114.0,Funcionários,Belo Horizonte,-19.9302789,-43.9251047,Centro-Sul
Rua Professor José Carvalho Lopes ,3.0,1000000.0,4.0,410.0,Planalto,Belo Horizonte,-19.8380539,-43.9439825,Norte
"Rua Marabá, 44 ",2.0,689000.0,3.0,76.0,Santo Antônio,Belo Horizonte,-19.9452195,-43.9478402,Centro-Sul
"Rua Piauí, 1702 ",3.0,2450000.0,8.0,300.0,Funcionários,Belo Horizonte,-19.9385064,-43.9287698,Centro-Sul
"Rua dos Inconfidentes, 443 ",4.0,2450000.0,4.0,174.0,Funcionários,Belo Horizonte,-19.937775,-43.9268338,Centro-Sul
Rua Professora Mírian Silvestre ,2.0,185000.0,2.0,60.0,Serra Verde,Belo Horizonte,-19.7967838,-43.9523668,Venda Nova
"Rua José Oscar Barreira, 261 ",4.0,950000.0,4.0,184.0,Itapoã,Belo Horizonte,-19.8384733,-43.9556921,Pampulha
"Rua Carlos Schettino, 284 ",1.0,178000.0,2.0,58.0,Gameleira,Belo Horizonte,-19.9427423,-43.9951065,Oeste
"Rua Conselheiro Andrade Figueira, 30 ",2.0,625000.0,2.5,73.0,Gutierrez,Belo Horizonte,-19.940385,-43.956856,Oeste
Rua Olívia Maria de Jesus ,4.0,540000.0,5.0,300.0,Floramar,Belo Horizonte,-19.8333087,-43.9362641,Norte
Rua Júlia Lopes de Almeida ,3.0,890000.0,9.0,469.0,Santa Maria,Belo Horizonte,-19.9369661,-44.0103308,Noroeste
Avenida Guarapari ,1.0,275000.0,3.0,73.0,Santa Amélia,Belo Horizonte,-19.8457686,-43.9775604,Pampulha
"Rua Lavras, 825 ",2.0,865338.0,2.0,110.0,São Pedro,Belo Horizonte,-19.9481626,-43.9382658,Centro-Sul
Rua Joaquim Nabuco ,2.0,700000.0,3.0,131.0,Nova Suíssa,Belo Horizonte,-19.9356554,-43.9771593,Oeste
Rua Frei Manoel da Cruz ,2.0,1100000.0,3.0,125.0,Liberdade,Belo Horizonte,-19.860945,-43.9503519,Pampulha
"Rua São Miguel, 642 ",0.0,230000.0,3.0,68.0,Itapoã,Belo Horizonte,-19.8431613,-43.956633,Pampulha
Rua Alberto Nepomuceno ,2.0,385000.0,2.0,78.0,Estrela Dalva,Belo Horizonte,-19.9656282,-43.9751672,Oeste
"Rua Lavras, 825 ",1.0,504444.0,2.0,80.0,São Pedro,Belo Horizonte,-19.9481626,-43.9382658,Centro-Sul
"Rua Contria, 155 ",2.0,620000.0,4.0,150.0,Calafate,Belo Horizonte,-19.9288646,-43.9703277,Oeste
"Rua Dom Pedrito, 256 ",1.0,245000.0,2.0,55.0,Nova Vista,Belo Horizonte,-19.8850209,-43.9034328,Leste
Rua Esmeraldo Botelho ,2.0,829000.0,3.0,100.0,Buritis,Belo Horizonte,-19.979412,-43.9679018,Oeste
"Rua Rio Negro, 820 ",2.5,548000.0,3.0,77.0,Barroca,Belo Horizonte,-19.9290593,-43.9661029,Oeste
Rua Armando Greco ,1.0,179000.0,3.0,62.0,Frei Leopoldo,Belo Horizonte,-19.8085515,-43.9357313,Norte
"Rua Bernardo Guimarães, 2014 ",1.0,680000.0,2.0,80.0,Lourdes,Belo Horizonte,-19.927333,-43.9477878,Centro-Sul
Rua Garret ,2.0,980000.0,3.0,110.0,Grajaú,Belo Horizonte,-19.9440107,-43.9712955,Oeste
"Rua João da Cunha, 98 ",2.0,753200.0,3.0,80.0,Prado,Belo Horizonte,-19.9290311,-43.9709895,Oeste
Rua Ceuta ,7.0,700000.0,3.0,222.0,Canaã,Belo Horizonte,-19.7942371,-43.948405,Norte
"Rua Fluorina, 1660 ",3.0,449000.0,2.0,120.0,Paraíso,Belo Horizonte,-19.9157731,-43.9051504,Leste
Rua Paulo Piedade Campos ,2.0,805000.0,4.0,105.0,Estoril,Belo Horizonte,-19.9616947,-43.9652056,Oeste
"Rua Cristina, 57 ",3.0,680000.0,4.0,151.0,Anchieta,Belo Horizonte,-19.9472539,-43.9352691,Centro-Sul
Rua Patagônia ,2.0,590000.0,4.0,175.0,Sion,Belo Horizonte,-19.9592013,-43.9350687,Centro-Sul
Rua Arthur Lourenço ,2.0,380000.0,3.0,85.0,Barreiro,Belo Horizonte,-19.9799149,-44.0260075,Barreiro
"Rua Agostinho Bretas, 11 ",1.5,680000.0,2.5,72.0,Caiçaras,Belo Horizonte,-19.9013306,-43.97,Noroeste
Rua Maranhão ,3.0,1750000.0,4.0,154.0,Funcionários,Belo Horizonte,-19.9265829,-43.9240941,Centro-Sul
"Rua Ajax Correa Rabello, 31 ",4.0,1900000.0,4.0,380.0,Mangabeiras,Belo Horizonte,-19.9598514,-43.9168918,Centro-Sul
Rua São Tomáz de Aquino ,2.0,595000.0,3.0,180.0,São Pedro,Belo Horizonte,-19.9504807,-43.9400618,Centro-Sul
Rua Itajubá ,3.0,490000.0,2.0,110.0,Sagrada Família,Belo Horizonte,-19.9111658,-43.9295436,Leste
Rua Sergipe ,2.0,1200000.0,3.0,90.0,Lourdes,Belo Horizonte,-19.9276923,-43.9354354,Centro-Sul
Rua Vicente Risola ,7.0,3600000.0,16.0,795.0,Santa Inês,Belo Horizonte,-19.8910177,-43.9084895,Leste
Rua Doutor Sylvio Menicucci ,2.0,408000.0,3.0,101.0,Castelo,Belo Horizonte,-19.8851177,-44.0059034,Pampulha
"Rua Bambuí, 893 ",2.0,1002000.0,3.0,86.0,Santo Antônio,Belo Horizonte,-19.9521977,-43.9262572,Centro-Sul
Rua Lobo Leite ,4.0,890000.0,4.0,360.0,Heliópolis,Belo Horizonte,-19.837781,-43.9402868,Norte
"Rua Fausto Nunes Vieira, 1 ",4.0,3000000.0,4.0,430.0,Belvedere,Belo Horizonte,-19.9732179,-43.9362799,Centro-Sul
Rua Duarte da Costa ,2.0,650000.0,3.0,221.0,Jaraguá,Belo Horizonte,-19.8631014,-43.9522357,Pampulha
Rua Alberto Bressane ,2.0,420000.0,3.0,150.0,São Lucas,Belo Horizonte,-19.9300689,-43.9139527,Centro-Sul
"Rua dos Aimorés, 1330 ",2.0,1100000.0,2.0,72.0,Funcionários,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
"Rua Estados Unidos, 132 ",3.5,1551806.0,4.0,146.5,Sion,Belo Horizonte,-19.9522548,-43.937375,Centro-Sul
Rua dos Timbiras ,1.0,460000.0,3.0,84.0,Lourdes,Belo Horizonte,-19.9302789,-43.9251047,Centro-Sul
"Rua Gonçalves Dias, 2565 ",2.0,840000.0,2.0,61.0,Santo Agostinho,Belo Horizonte,-19.9311846,-43.9376407,Centro-Sul
Rua dos Aimorés ,1.0,1080000.0,3.0,182.0,Funcionários,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
"Rua Sílvio Menicucci, 157 ",2.0,649000.0,3.0,108.0,Buritis,Belo Horizonte,-19.97946,-43.978228,Oeste
"Rua Assunção, 245 ",2.0,590000.0,3.0,110.0,Sion,Belo Horizonte,-19.9539031,-43.9378663,Centro-Sul
"Rua Estados Unidos, 132 ",3.5,2420812.0,4.5,275.0,Sion,Belo Horizonte,-19.9522548,-43.937375,Centro-Sul
Rua Tobias Barreto ,2.0,520000.0,3.0,114.0,Santa Mônica,Belo Horizonte,-19.9302388,-43.9757789,Pampulha
Rua Flavita Bretas ,2.0,610000.0,3.0,120.0,Luxemburgo,Belo Horizonte,-19.946804,-43.9575754,Centro-Sul
"Rua Bambuí, 1188 ",2.0,735000.0,1.5,64.0,Anchieta,Belo Horizonte,-19.9521977,-43.9262572,Centro-Sul
Rua Monte Carmelo ,2.0,600000.0,2.0,153.0,Floresta,Belo Horizonte,-19.9104485,-43.927612,Leste
Rua Professor Pimenta da Veiga ,2.0,710000.0,4.0,177.0,Cidade Nova,Belo Horizonte,-19.8891296,-43.9242268,Nordeste
"Rua Alvarenga Peixoto, 1040 ",3.0,1980000.0,3.0,130.0,Lourdes,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
"Rua Cardeal Stepinac, 232 ",3.0,1422940.0,4.0,140.0,Cidade Nova,Belo Horizonte,-19.8852186,-43.9266104,Nordeste
Rua Leopoldina ,1.0,400000.0,3.0,80.0,Santo Antônio,Belo Horizonte,-19.9475349,-43.9422533,Centro-Sul
Rua José Silveira ,2.0,1250000.0,3.0,168.0,Buritis,Belo Horizonte,-19.9734616,-43.9745497,Oeste
Rua Manhumirim ,2.0,658000.0,3.0,116.0,Caiçaras,Belo Horizonte,-19.9064111,-43.9714806,Noroeste
"Rua Mucuri, 231 ",3.0,914000.0,3.0,211.0,Floresta,Belo Horizonte,-19.9187008,-43.9268711,Leste
Rua Curitiba ,3.0,2500000.0,4.0,273.0,Lourdes,Belo Horizonte,-19.9122312,-43.9396634,Centro-Sul
"Rua Cardeal Stepinac, 232 ",3.5,1408950.0,4.0,140.0,Cidade Nova,Belo Horizonte,-19.8852186,-43.9266104,Nordeste
"Rua Laura Soares Carneiro, 71 ",2.0,750000.0,3.0,165.0,Buritis,Belo Horizonte,-19.9774397,-43.9651219,Oeste
"Rua João Antônio Azeredo, 150 ",4.0,3970000.0,4.0,378.0,Belvedere,Belo Horizonte,-19.9709536,-43.9409204,Centro-Sul
"Rua Rosa de Pedra, 26 ",2.0,400000.0,3.0,100.0,Etelvina Carneiro,Belo Horizonte,-19.8115016,-43.9362966,Norte
"Rua La Plata, 166 ",3.5,680000.0,3.5,211.5,Sion,Belo Horizonte,-19.9542202,-43.9328012,Centro-Sul
"Rua Engenheiro Zoroastro Torres, 384 ",1.0,420000.0,3.0,98.0,Santo Antônio,Belo Horizonte,-19.9501613,-43.9450108,Centro-Sul
Rua São Paulo ,0.0,250000.0,1.0,55.0,Centro,Belo Horizonte,-19.914782,-43.9388011,Centro-Sul
Rua Antônio de Albuquerque ,3.0,1400000.0,3.0,130.0,Lourdes,Belo Horizonte,-19.936584,-43.9421163,Centro-Sul
"Rua São Paulo, 1031 ",0.0,220000.0,2.0,60.0,Centro,Belo Horizonte,-19.914782,-43.9388011,Centro-Sul
"Rua La Plata, 166 ",3.0,680000.0,3.5,237.5,Sion,Belo Horizonte,-19.9542202,-43.9328012,Centro-Sul
Rua João Arantes ,1.0,400000.0,3.0,76.0,Cidade Nova,Belo Horizonte,-19.8843894,-43.9244911,Nordeste
Rua da Bahia ,0.0,180000.0,3.0,110.0,Centro,Belo Horizonte,-19.9151776,-43.9347647,Centro-Sul
Rua José Ferreira Cascão ,5.0,6700000.0,4.0,570.0,Belvedere,Belo Horizonte,-19.9787549,-43.9444515,Centro-Sul
Rua México ,1.0,235000.0,2.0,90.0,Jardim Leblon,Belo Horizonte,-19.8323096,-43.9935167,Venda Nova
Rua Professora Bartira Mourão ,2.0,620000.0,3.0,155.0,Buritis,Belo Horizonte,-19.9691439,-43.9679544,Oeste
"Rua Helianto, 239 ",2.0,639000.0,3.0,79.0,Nova Suíssa,Belo Horizonte,-19.9313486,-43.9720668,Oeste
"Rua Ametista, 0 ",1.0,478000.0,3.0,127.0,Prado,Belo Horizonte,-19.9239225,-43.960094,Oeste
Rua Colômbia ,2.0,450000.0,3.0,142.0,Sion,Belo Horizonte,-19.9521465,-43.9379054,Centro-Sul
"Rua Gustavo Ladeira, 11 ",2.0,325000.0,3.0,72.0,Castelo,Belo Horizonte,-19.8798769,-43.9917158,Pampulha
Rua dos Geólogos ,3.0,450000.0,4.0,242.0,Alípio de Melo,Belo Horizonte,-19.895047,-44.0001242,Noroeste
Rua Flor,3.0,648154.0,3.0,75.0,Beija-Flor,Belo Horizonte,-19.8339596,-43.8688074,Nordeste
Rua Doutor Plínio de Morais ,5.0,1380000.0,4.0,156.0,Cidade Nova,Belo Horizonte,-19.8902515,-43.925024,Nordeste
Rua Doutor Juvenal dos Santos ,2.0,850000.0,3.0,120.0,Luxemburgo,Belo Horizonte,-19.9508257,-43.9585445,Centro-Sul
Rua Assunção ,2.0,590000.0,3.0,110.0,Sion,Belo Horizonte,-19.9539031,-43.9378663,Centro-Sul
Rua Póvoa de Varzim ,1.0,190000.0,2.0,44.0,Ouro Preto,Belo Horizonte,-19.8700528,-43.9935356,Pampulha
"Rua Ester de Lima, 745 ",2.0,490000.0,3.0,110.0,Santa Cruz,Belo Horizonte,-19.8766925,-43.9399981,Nordeste
"Rua Oliveiro Marciano, 88 ",4.0,680000.0,1.0,360.0,Barreiro,Belo Horizonte,-19.992021,-44.0224834,Barreiro
"Rua Goiânia, 264 ",6.0,760000.0,3.0,275.0,Caiçaras,Belo Horizonte,-19.9006573,-43.972406,Noroeste
"Rua Maestro George Marinuzzi, 298 ",2.0,300000.0,2.0,60.0,Manacás,Belo Horizonte,-19.8933063,-43.9979676,Pampulha
"Rua Cônsul Walter, 203 ",3.0,689000.0,3.0,123.0,Buritis,Belo Horizonte,-19.9745736,-43.9696865,Oeste
"Rua José Silva Passos, 450 ",1.5,335500.0,2.0,60.0,Nova Vista,Belo Horizonte,-19.8864022,-43.8921415,Leste
Rua João de Paula ,2.0,498000.0,2.0,147.0,Sagrada Família,Belo Horizonte,-19.900775,-43.9182953,Leste
"Rua Paulo Afonso, 502 ",3.0,1260000.0,3.0,103.0,Santo Antônio,Belo Horizonte,-19.9468549,-43.9460463,Centro-Sul
"Rua São Paulo, 2220 ",4.0,6900000.0,4.0,350.0,Lourdes,Belo Horizonte,-19.914782,-43.9388011,Centro-Sul
"Rua Bernardo Guimarães, 310 ",4.0,3100000.0,4.0,198.0,Funcionários,Belo Horizonte,-19.927333,-43.9477878,Centro-Sul
Avenida José Cândido da Silveira ,2.0,420000.0,3.0,85.0,Cidade Nova,Belo Horizonte,-19.8772474,-43.9104561,Nordeste
Rua Doutor Pereira de Melo ,3.0,950000.0,5.0,335.0,Luxemburgo,Belo Horizonte,-19.943202,-43.9554971,Centro-Sul
Avenida Afonso Pena ,0.0,300000.0,3.0,114.0,Centro,Belo Horizonte,-19.9469331,-43.9212512,Centro-Sul
Rua Alvarenga Peixoto ,2.0,750000.0,4.0,130.0,Santo Agostinho,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
Rua Bambuí ,2.0,700000.0,4.0,132.0,Anchieta,Belo Horizonte,-19.9521977,-43.9262572,Centro-Sul
Rua Coronel Fulgêncio ,4.0,1290000.0,3.0,284.0,São Lucas,Belo Horizonte,-19.9279564,-43.9193789,Centro-Sul
"Rua Mariano Procópio, 376 ",2.0,680000.0,2.5,100.5,João Pinheiro,Belo Horizonte,-19.9305746,-43.9939538,Noroeste
Rua Itajubá ,3.0,590000.0,2.0,111.0,Sagrada Família,Belo Horizonte,-19.9111658,-43.9295436,Leste
"Rua Valparaíso, 360 ",2.0,695000.0,4.0,154.0,Sion,Belo Horizonte,-19.9490878,-43.9358155,Centro-Sul
Rua dos Expedicionários ,4.0,749000.0,3.0,142.0,Santa Amélia,Belo Horizonte,-20.2252407,-44.3977797,Pampulha
Rua dos Xavantes ,6.0,600000.0,3.0,210.0,Santa Mônica,Belo Horizonte,-19.8292699,-43.9785643,Pampulha
"Rua Ouro Preto, 1161 ",2.0,850000.0,4.0,175.0,Santo Agostinho,Belo Horizonte,-19.9190479,-43.949625,Centro-Sul
"Rua Kennedy Maro Campos, 187 ",3.0,710000.0,3.0,93.0,Castelo,Belo Horizonte,-19.8876077,-43.9975959,Pampulha
Rua Tomé de Souza ,1.0,750000.0,3.0,100.0,Savassi,Belo Horizonte,-19.9388244,-43.9274451,Centro-Sul
"Rua Campanha, 50 ",2.0,850000.0,3.0,119.0,Carmo,Belo Horizonte,-19.94255,-43.9326357,Centro-Sul
"Rua Bráz Cubas, 77 ",2.0,760000.0,3.0,148.0,Cruzeiro,Belo Horizonte,-19.9448694,-43.9283828,Centro-Sul
"Rua Heitor Sócrates Cardoso, 132 ",1.0,420000.0,2.0,89.0,Santa Amélia,Belo Horizonte,-19.8356951,-43.9758151,Pampulha
Rua Nunes Vieira ,1.0,530000.0,2.0,58.0,Santo Antônio,Belo Horizonte,-19.9424153,-43.945949,Centro-Sul
"Rua Úrsula Paulino, 1321 ",2.5,680000.0,2.5,65.0,Betânia,Belo Horizonte,-19.9669908,-43.9920275,Oeste
Rua Nelson Soares de Faria ,2.0,450000.0,3.0,87.0,Cidade Nova,Belo Horizonte,-19.8922512,-43.9271688,Nordeste
"Avenida Engenheiro Carlos Goulart, 130 ",2.0,530000.0,3.0,98.0,Buritis,Belo Horizonte,-19.9703438,-43.960916,Oeste
Rua Alvarenga Peixoto ,4.0,2350000.0,4.0,223.0,Santo Agostinho,Belo Horizonte,-19.929576,-43.9494157,Centro-Sul
Avenida Paulo Camilo Pena ,4.0,5950000.0,4.0,360.0,Belvedere,Belo Horizonte,-19.9676329,-43.9429816,Centro-Sul
Rua Aparecida Feitosa Furtado ,4.0,890000.0,5.0,360.0,Diamante,Belo Horizonte,-19.9940007,-44.0177754,Barreiro
Rua Curitiba ,2.0,1150000.0,2.0,99.0,Lourdes,Belo Horizonte,-19.9122312,-43.9396634,Centro-Sul
"Rua Úrsula Paulino, 1321 ",1.5,355074.0,2.5,65.0,Estrela do Oriente,Belo Horizonte,-19.9669908,-43.9920275,Oeste
Rua Santo Antônio do Monte ,1.0,253000.0,3.0,110.0,Santo Antônio,Belo Horizonte,-19.9472748,-43.9410432,Centro-Sul
Rua Alírio Elias Ferreira ,2.0,365000.0,3.0,89.0,Cidade Nova,Belo Horizonte,-19.8841068,-43.9235072,Nordeste
"Rua Montes Claros, 1217 ",2.0,1189300.0,3.0,98.0,Cruzeiro,Belo Horizonte,-19.9434371,-43.9342094,Centro-Sul
"Rua Pouso Alto, 536 ",5.0,1350000.0,5.0,253.0,Serra,Belo Horizonte,-19.9332707,-43.9209022,Centro-Sul
"Rua Desembargador José Satyro, 315 ",2.5,680000.0,3.0,123.5,Castelo,Belo Horizonte,-19.8888536,-43.995997,Pampulha
Rua Hidra ,4.0,1890000.0,5.0,352.0,Santa Lúcia,Belo Horizonte,-19.9616427,-43.9472879,Centro-Sul
"Rua Demétrio Ribeiro, 75 ",1.0,229700.0,2.0,56.0,Saudade,Belo Horizonte,-19.9163944,-43.8936505,Leste
"Avenida Amazonas, 713 ",1.0,330000.0,3.0,93.0,Centro,Belo Horizonte,-19.9379439,-43.9991336,Centro-Sul
Rua Augustus William Parish ,1.0,290000.0,2.0,53.0,Santa Amélia,Belo Horizonte,-19.8352568,-43.9721231,Pampulha
"Rua Doutor Lucídio Avelar, 52 ",1.0,230000.0,3.0,65.0,Buritis,Belo Horizonte,-19.9714927,-43.9659325,Oeste
Rua dos Aimorés ,2.0,1230000.0,3.0,84.0,Lourdes,Belo Horizonte,-19.9245137,-43.9538877,Centro-Sul
"Avenida Senador José Augusto, 260 ",3.0,1280000.0,4.0,126.0,Buritis,Belo Horizonte,-19.9812868,-43.978411,Oeste
Rua Joanésia ,3.0,699000.0,3.0,134.0,Serra,Belo Horizonte,-19.938141,-43.9185333,Centro-Sul
Rua Augusto Clementino ,2.0,575000.0,4.0,180.0,Santa Amélia,Belo Horizonte,-19.8341265,-43.981495,Pampulha
"Rua Boaventura, 2058 ",2.0,382007.0,2.5,60.5,Liberdade,Belo Horizonte,-19.8700087,-43.94948275136835,Pampulha
"Rua Francisco Deslandes, 636 ",2.0,1600000.0,4.0,363.0,Anchieta,Belo Horizonte,-19.9515934,-43.9276908,Centro-Sul
Rua Paraguai ,2.0,780000.0,2.0,136.0,Sion,Belo Horizonte,-19.947766,-43.9338933,Centro-Sul
"Rua Niteroi, 140 ",2.0,549000.0,3.0,100.0,Santa Efigênia,Belo Horizonte,-19.9238926,-43.9163689,Leste
Rua Amílcar Vianna Martins ,4.0,2800000.0,4.0,350.0,Buritis,Belo Horizonte,-19.9846791,-43.9691247,Oeste
Avenida Amazonas ,0.0,230000.0,3.0,120.0,Centro,Belo Horizonte,-19.9379439,-43.9991336,Centro-Sul
"Rua Pedra Lavrada, 0 ",1.0,196490.0,2.0,40.5,São Gabriel,Belo Horizonte,-19.8490873,-43.9124684,Nordeste
Avenida Artur Bernardes ,1.0,550000.0,3.0,95.0,Vila Paris,Belo Horizonte,-19.9545898,-43.9465102,Centro-Sul
Avenida Portugal ,8.0,840000.0,3.0,256.0,Santa Amélia,Belo Horizonte,-19.8425871,-43.9698185,Pampulha
Rua Tefé ,2.0,429000.0,3.0,67.0,Renascença,Belo Horizonte,-19.8926275,-43.9403345,Nordeste
"Rua Mercês, 29 ",2.0,450000.0,2.0,73.0,Prado,Belo Horizonte,-19.9189854,-44.2732979,Oeste
Rua Engenheiro Amaro Lanari ,2.0,890000.0,4.0,197.0,Anchieta,Belo Horizonte,-19.9510325,-43.9294902,Centro-Sul
"Rua Thomaz Naves, 100 ",1.5,680000.0,3.0,105.0,Santa Amélia,Belo Horizonte,-19.841271,-43.9853373,Pampulha
Rua Cláudio Gomes de Souza ,1.0,245000.0,2.0,58.0,Palmares,Belo Horizonte,-19.8712648,-43.9389073,Nordeste
"Avenida Dora Tomich Laender, 165 ",10.0,4400000.0,5.0,565.0,Braúnas,Belo Horizonte,-19.8446644,-44.0026123,Pampulha
"Rua Caetano de Azeredo, 800 ",1.0,800000.0,2.0,230.0,Barreiro,Belo Horizonte,-19.9790634,-44.0166794,Barreiro
Rua Castelo de São Jorge ,2.0,410000.0,3.0,92.0,Castelo,Belo Horizonte,-19.8834954,-44.0009026,Pampulha
"Rua dos Borges, 990 ",0.0,171000.0,2.0,48.5,Jardim Vitória,Belo Horizonte,-19.8413359,-43.8776027,Nordeste
Rua Professor Galba Veloso ,2.0,480000.0,3.0,85.0,Santa Tereza,Belo Horizonte,-19.9128102,-43.9195994,Leste
Rua Ágata ,2.0,590000.0,3.0,190.0,União,Belo Horizonte,-19.884949,-43.9210884,Nordeste
Avenida José Cândido da Silveira ,2.0,600000.0,3.0,94.0,Sagrada Família,Belo Horizonte,-19.8772474,-43.9104561,Leste
"Rua Palmira, 154 ",2.0,775000.0,2.0,65.0,Serra,Belo Horizonte,-19.9400054,-43.9167042,Centro-Sul
"Rua Osório Duque Estrada, 0 ",1.0,243490.0,2.0,41.0,Planalto,Belo Horizonte,-19.8289019,-43.9448977,Norte
Rua Helena Antipoff ,4.0,1990000.0,4.0,395.0,São Bento,Belo Horizonte,-19.9548137,-43.9522343,Centro-Sul
"Rua Levindo Lopes, 236 ",4.0,3200000.0,3.0,220.0,Savassi,Belo Horizonte,-19.9372043,-43.9394458,Centro-Sul
"Rua Aluísio Lobão Veras, 75 ",2.0,319000.0,3.0,69.0,Serrano,Belo Horizonte,-19.8816511,-44.0073674,Noroeste
"Avenida Afonso Vaz de Melo, 17 ",0.0,680000.0,1.0,25.0,Barreiro,Belo Horizonte,-19.9766048,-44.0246651,Barreiro
Rua Doutor Cinyras Ladeira ,2.0,380000.0,3.0,81.0,Heliópolis,Belo Horizonte,-19.842733,-43.937273,Norte
"Rua Odilon Braga, 485 ",2.0,1180000.0,3.0,134.0,Anchieta,Belo Horizonte,-19.9524463,-43.9223112,Centro-Sul
"Rua Engenheiro Walter Kurrle, 15 ",4.0,2300000.0,4.0,215.0,Belvedere,Belo Horizonte,-19.9777773,-43.9433639,Centro-Sul
Rua Curitiba ,3.0,2050000.0,4.0,172.0,Centro,Belo Horizonte,-19.9122312,-43.9396634,Centro-Sul
"Rua Aporé, 324 ",10.0,650000.0,5.0,120.0,Aparecida,Belo Horizonte,-19.8893743,-43.9544844,Noroeste
"Rua Engenheiro Alberto Pontes, 434 ",2.0,625000.0,3.0,115.0,Buritis,Belo Horizonte,-19.9689271,-43.9668895,Oeste
Avenida Pedro Serafim Ferreira ,6.0,2490000.0,4.0,600.0,Palmares,Belo Horizonte,-19.8724439,-43.9292508,Nordeste
Rua Afonso Ferreira Gomes ,2.0,1490000.0,3.0,229.0,Castelo,Belo Horizonte,-19.8719965,-43.9980992,Pampulha
